type,rcvTime,sendTime,sender,messageID,pos,pos_noise,spd,spd_noise,RSSI,repetition,attackerDensity,attackerType
3,10817.67075,10817.67064,43,2908,"[4027.505635305939, 5271.215086616836, 1.895]","[0.0, 0.0, 0.0]","[14.623607321691075, 2.428070649638299, 0.0]","[0.0, 0.0, 0.0]",1.59E-09,0,0.1,0
3,10818.10325,10818.10315,73,2956,"[3643.7587714246756, 5192.895943693258, 1.895]","[0.0, 0.0, 0.0]","[-4.84769489102642, 31.0766000026925, 0.0]","[0.0, 0.0, 0.0]",9.92E-09,0,0.1,0
3,10818.58213,10818.58202,25,3010,"[3655.3238531280963, 5196.202651729016, 1.895]","[0.0, 0.0, 0.0]","[4.734727146115101, -30.076980401452094, 0.0]","[0.0, 0.0, 0.0]",7.65E-09,0,0.1,0
3,10819.06818,10819.06807,49,3103,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[1.3849480622852306, -32.25040419583322, 0.0]","[0.0, 0.0, 0.0]",4.89E-09,0,0.1,1
3,10819.10326,10819.10315,73,3136,"[3638.929304831125, 5223.8556894957255, 1.895]","[0.0, 0.0, 0.0]","[-4.81446378801066, 30.86356891899524, 0.0]","[0.0, 0.0, 0.0]",2.34E-08,0,0.1,0
3,10819.63658,10819.63647,61,3192,"[3591.1731003131868, 5769.17797559424, 1.895]","[0.0, 0.0, 0.0]","[-0.018201279422833724, -31.272073209317465, 0.0]","[0.0, 0.0, 0.0]",3.36E-09,0,0.1,0
3,10820.06819,10820.06807,49,3257,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[2.7127456902534877, -32.22395152905128, 0.0]","[0.0, 0.0, 0.0]",1.59E-08,0,0.1,1
3,10820.10326,10820.10315,73,3285,"[3634.1210731167253, 5254.679307125876, 1.895]","[0.0, 0.0, 0.0]","[-4.78612142042221, 30.681877529484325, 0.0]","[0.0, 0.0, 0.0]",4.81E-08,0,0.1,0
3,10821.06818,10821.06807,49,3374,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[2.7165397637689037, -32.26902027302155, 0.0]","[0.0, 0.0, 0.0]",2.41E-09,0,0.1,1
3,10821.10325,10821.10315,73,3403,"[3629.3398768229936, 5285.329611671583, 1.895]","[0.0, 0.0, 0.0]","[-4.784078570458902, 30.668781649359374, 0.0]","[0.0, 0.0, 0.0]",1.35E-08,0,0.1,0
3,10821.63659,10821.63647,61,3432,"[3592.8827842092173, 5706.588897989641, 1.895]","[0.0, 0.0, 0.0]","[1.3447255343299238, -31.285451206862618, 0.0]","[0.0, 0.0, 0.0]",9.99E-09,0,0.1,0
3,10822.06819,10822.06807,49,3502,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[2.7098813783297726, -32.18992716439828, 0.0]","[0.0, 0.0, 0.0]",4.87E-09,0,0.1,1
3,10822.10326,10822.10315,73,3526,"[3624.5766771231183, 5315.864547374723, 1.895]","[0.0, 0.0, 0.0]","[-4.768928352828717, 30.571659766917467, 0.0]","[0.0, 0.0, 0.0]",1.79E-08,0,0.1,0
3,10822.63658,10822.63647,61,3555,"[3594.227060978465, 5675.313887439798, 1.895]","[0.0, 0.0, 0.0]","[1.3443704707062065, -31.277190542968746, 0.0]","[0.0, 0.0, 0.0]",1.76E-08,0,0.1,0
3,10823.10325,10823.10315,73,3637,"[3620.979845752057, 5346.45208122287, 1.895]","[0.0, 0.0, 0.0]","[-3.5394058505059256, 30.668575162083002, 0.0]","[0.0, 0.0, 0.0]",1.63E-07,0,0.1,0
3,10823.63657,10823.63647,61,3670,"[3595.5727134289195, 5644.037765724668, 1.895]","[0.0, 0.0, 0.0]","[1.3519476282257075, -31.292374563144232, 0.0]","[0.0, 0.0, 0.0]",1.05E-08,0,0.1,0
3,10824.06819,10824.06807,49,3744,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[2.7089955330757642, -32.1794044549768, 0.0]","[0.0, 0.0, 0.0]",5.76E-08,0,0.1,1
3,10824.10326,10824.10315,73,3764,"[3617.4655714660826, 5376.902894051872, 1.895]","[0.0, 0.0, 0.0]","[-3.513308550938333, 30.4424448376585, 0.0]","[0.0, 0.0, 0.0]",6.23E-08,0,0.1,0
3,10824.63658,10824.63647,61,3797,"[3598.197897135751, 5612.851802531026, 1.895]","[0.0, 0.0, 0.0]","[2.619517618777729, -31.11865269913051, 0.0]","[0.0, 0.0, 0.0]",7.38E-09,0,0.1,0
3,10825.06819,10825.06807,49,3867,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.9811790147466763, -32.1431581868712, 0.0]","[0.0, 0.0, 0.0]",2.00E-07,0,0.1,1
3,10825.10326,10825.10315,73,3891,"[3613.958117211111, 5407.294612037766, 1.895]","[0.0, 0.0, 0.0]","[-3.498398230971707, 30.31324850133187, 0.0]","[0.0, 0.0, 0.0]",9.11E-08,0,0.1,0
3,10825.63658,10825.63647,61,3925,"[3600.82364947066, 5581.6590842999285, 1.895]","[0.0, 0.0, 0.0]","[2.6235338319698043, -31.16636344655742, 0.0]","[0.0, 0.0, 0.0]",2.76E-08,0,0.1,0
3,10826.06818,10826.06807,49,3996,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.9730464554932396, -32.077497703487, 0.0]","[0.0, 0.0, 0.0]",2.95E-07,0,0.1,1
3,10826.10326,10826.10315,73,4021,"[3610.4643693511257, 5437.567565569237, 1.895]","[0.0, 0.0, 0.0]","[-3.5009071939717495, 30.33498839883632, 0.0]","[0.0, 0.0, 0.0]",5.98E-09,0,0.1,0
3,10826.63658,10826.63647,61,4058,"[3603.448988234263, 5550.471279103854, 1.895]","[0.0, 0.0, 0.0]","[2.627153318033872, -31.209361259960037, 0.0]","[0.0, 0.0, 0.0]",5.62E-08,0,0.1,0
3,10827.06818,10827.06807,49,4130,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.9811215694268935, -32.14269438607399, 0.0]","[0.0, 0.0, 0.0]",6.24E-08,0,0.1,1
3,10827.10326,10827.10315,73,4151,"[3606.977270121767, 5467.782909423626, 1.895]","[0.0, 0.0, 0.0]","[-3.485699006914478, 30.203211075877277, 0.0]","[0.0, 0.0, 0.0]",4.16E-08,0,0.1,0
3,10827.63658,10827.63647,61,4185,"[3606.0737267317136, 5519.290604790892, 1.895]","[0.0, 0.0, 0.0]","[2.618074102292257, -31.10150439371165, 0.0]","[0.0, 0.0, 0.0]",3.10E-06,0,0.1,0
3,10828.06818,10828.06807,49,4253,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.979241656526914, -32.12751638538556, 0.0]","[0.0, 0.0, 0.0]",7.53E-09,0,0.1,1
3,10828.10326,10828.10315,73,4274,"[3604.0797246866837, 5497.991963404028, 1.895]","[0.0, 0.0, 0.0]","[-2.479470222128216, 30.267792764170476, 0.0]","[0.0, 0.0, 0.0]",1.37E-07,0,0.1,0
3,10828.63658,10828.63647,61,4308,"[3608.6997220892717, 5488.094999563584, 1.895]","[0.0, 0.0, 0.0]","[2.628455630230392, -31.22483212400724, 0.0]","[0.0, 0.0, 0.0]",7.03E-09,0,0.1,0
3,10829.06819,10829.06807,49,4380,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.9770733381143613, -32.11000986244952, 0.0]","[0.0, 0.0, 0.0]",2.33E-08,0,0.1,1
3,10829.10325,10829.10315,73,4401,"[3601.604994187258, 5528.20189665322, 1.895]","[0.0, 0.0, 0.0]","[-2.4757600134781907, 30.22250090083323, 0.0]","[0.0, 0.0, 0.0]",4.27E-08,0,0.1,0
3,10829.79108,10829.79097,85,4517,"[3611.3037689282446, 6063.981701077754, 1.895]","[0.0, 0.0, 0.0]","[-3.375519110194087, -29.326219421747016, 0.0]","[0.0, 0.0, 0.0]",2.53E-09,0,0.1,0
3,10830.06819,10830.06807,49,4539,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[5.01793894341653, -31.875316697396947, 0.0]","[0.0, 0.0, 0.0]",1.32E-08,0,0.1,1
3,10830.10326,10830.10315,73,4561,"[3599.1359276082553, 5558.342688370448, 1.895]","[0.0, 0.0, 0.0]","[-2.46693373927772, 30.114755368716988, 0.0]","[0.0, 0.0, 0.0]",2.16E-07,0,0.1,0
3,10830.63658,10830.63647,61,4596,"[3616.093201321202, 5425.913693565501, 1.895]","[0.0, 0.0, 0.0]","[3.8435382619463114, -31.039396188161174, 0.0]","[0.0, 0.0, 0.0]",1.13E-08,0,0.1,0
3,10830.79108,10830.79097,85,4698,"[3607.9243768440965, 6034.621833591715, 1.895]","[0.0, 0.0, 0.0]","[-3.381163747395469, -29.375259543813883, 0.0]","[0.0, 0.0, 0.0]",4.56E-09,0,0.1,0
3,10831.06819,10831.06807,49,4725,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[5.030760437039084, -31.956762321651915, 0.0]","[0.0, 0.0, 0.0]",6.57E-09,0,0.1,1
3,10831.10326,10831.10315,73,4748,"[3596.6678556317074, 5588.471338614588, 1.895]","[0.0, 0.0, 0.0]","[-2.4747812094526584, 30.21055228487201, 0.0]","[0.0, 0.0, 0.0]",3.29E-07,0,0.1,0
3,10831.63658,10831.63647,61,4775,"[3619.939268463872, 5394.853874806958, 1.895]","[0.0, 0.0, 0.0]","[3.8372900232572786, -30.98893706873841, 0.0]","[0.0, 0.0, 0.0]",1.22E-08,0,0.1,0
3,10831.68788,10831.68776,91,4867,"[3603.6270403997733, 6026.1588152396835, 1.895]","[0.0, 0.0, 0.0]","[-4.397572532490694, -38.182559525899215, 0.0]","[0.0, 0.0, 0.0]",2.31E-09,0,0.1,0
3,10831.79108,10831.79097,85,4898,"[3604.636404981993, 6005.26712557986, 1.895]","[0.0, 0.0, 0.0]","[-2.854377455373366, -29.47909893815287, 0.0]","[0.0, 0.0, 0.0]",3.67E-09,0,0.1,0
3,10831.93217,10831.93206,97,4929,"[3609.8404453166913, 6051.268471522081, 1.895]","[0.0, 0.0, 0.0]","[-3.6076608890520094, -31.34304721077264, 0.0]","[0.0, 0.0, 0.0]",2.36E-09,0,0.1,0
3,10832.06818,10832.06807,49,4956,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[5.018016348951689, -31.875808398466884, 0.0]","[0.0, 0.0, 0.0]",2.38E-09,0,0.1,1
3,10832.10327,10832.10315,73,4979,"[3594.2036490822884, 5618.552802187062, 1.895]","[0.0, 0.0, 0.0]","[-2.467092874400655, 30.11669798893852, 0.0]","[0.0, 0.0, 0.0]",9.20E-09,0,0.1,0
3,10832.68788,10832.68776,91,5106,"[3600.173791137917, 5987.898259041067, 1.895]","[0.0, 0.0, 0.0]","[-2.547456167957062, -38.38598503086117, 0.0]","[0.0, 0.0, 0.0]",4.10E-09,0,0.1,0
3,10832.79108,10832.79097,85,5137,"[3602.680987656179, 5975.794279702328, 1.895]","[0.0, 0.0, 0.0]","[-1.9608983711180248, -29.55545842337795, 0.0]","[0.0, 0.0, 0.0]",1.55E-08,0,0.1,0
3,10832.93218,10832.93206,97,5168,"[3606.2424442639285, 6020.009348137358, 1.895]","[0.0, 0.0, 0.0]","[-3.594450335093032, -31.22827505529042, 0.0]","[0.0, 0.0, 0.0]",2.50E-09,0,0.1,0
3,10833.10325,10833.10315,73,5218,"[3591.9713195076483, 5648.606584678118, 1.895]","[0.0, 0.0, 0.0]","[-1.3116187017423562, 30.106549141819084, 0.0]","[0.0, 0.0, 0.0]",1.92E-08,0,0.1,0
3,10833.63658,10833.63647,61,5257,"[3627.635508657658, 5332.701079061622, 1.895]","[0.0, 0.0, 0.0]","[3.8363413807441944, -30.98127608326154, 0.0]","[0.0, 0.0, 0.0]",8.54E-09,0,0.1,0
3,10833.68788,10833.68776,91,5353,"[3597.631807972892, 5949.594743185278, 1.895]","[0.0, 0.0, 0.0]","[-2.543358337446697, -38.32423744807311, 0.0]","[0.0, 0.0, 0.0]",1.05E-08,0,0.1,0
3,10833.79108,10833.79097,85,5384,"[3600.7259984937946, 5946.327887278286, 1.895]","[0.0, 0.0, 0.0]","[-1.9535824951941938, -29.445190563603997, 0.0]","[0.0, 0.0, 0.0]",1.02E-08,0,0.1,0
3,10833.93217,10833.93206,97,5419,"[3603.5529425299396, 5988.936738484525, 1.895]","[0.0, 0.0, 0.0]","[-2.058876869036163, -31.032230225701273, 0.0]","[0.0, 0.0, 0.0]",1.64E-08,0,0.1,0
3,10834.10326,10834.10315,73,5446,"[3590.715491406993, 5678.684650999404, 1.895]","[0.0, 0.0, 0.0]","[-1.2573709702177855, 30.11501925535217, 0.0]","[0.0, 0.0, 0.0]",6.50E-08,0,0.1,0
3,10834.68594,10834.68583,103,5569,"[3605.395403142939, 6070.34088684347, 1.895]","[0.0, 0.0, 0.0]","[-3.462885640823, -30.04881871661648, 0.0]","[0.0, 0.0, 0.0]",2.53E-09,0,0.1,0
3,10834.68788,10834.68776,91,5600,"[3595.6047564151822, 5911.245408328107, 1.895]","[0.0, 0.0, 0.0]","[-1.5013268423105133, -38.34604415477426, 0.0]","[0.0, 0.0, 0.0]",4.10E-09,0,0.1,0
3,10834.79108,10834.79097,85,5635,"[3599.1293364305493, 5916.840270464765, 1.895]","[0.0, 0.0, 0.0]","[-1.159508704466287, -29.551456650296384, 0.0]","[0.0, 0.0, 0.0]",1.71E-08,0,0.1,0
3,10834.93217,10834.93206,97,5670,"[3601.498352113708, 5957.9691154203065, 1.895]","[0.0, 0.0, 0.0]","[-2.0478105995493654, -30.865434907483564, 0.0]","[0.0, 0.0, 0.0]",4.48E-09,0,0.1,0
3,10835.10325,10835.10315,73,5705,"[3589.4600440609033, 5708.753597950721, 1.895]","[0.0, 0.0, 0.0]","[-1.2557595964883912, 30.0764255928863, 0.0]","[0.0, 0.0, 0.0]",1.11E-07,0,0.1,0
3,10835.68594,10835.68583,103,5841,"[3601.9372642371773, 6040.333257411213, 1.895]","[0.0, 0.0, 0.0]","[-3.4532483246687584, -29.965191939399414, 0.0]","[0.0, 0.0, 0.0]",1.77E-08,0,0.1,0
3,10835.68787,10835.68776,91,5877,"[3594.5334947302717, 5872.884517670191, 1.895]","[0.0, 0.0, 0.0]","[-0.0223724386292305, -38.3994943495447, 0.0]","[0.0, 0.0, 0.0]",1.42E-08,0,0.1,0
3,10835.79109,10835.79097,85,5913,"[3597.9716912694807, 5887.3363084315715, 1.895]","[0.0, 0.0, 0.0]","[-1.1572076870369274, -29.492812487856398, 0.0]","[0.0, 0.0, 0.0]",2.11E-08,0,0.1,0
3,10836.10326,10836.10315,73,6009,"[3588.2068159730907, 5738.769391928625, 1.895]","[0.0, 0.0, 0.0]","[-1.2508994560422282, 29.960021423721464, 0.0]","[0.0, 0.0, 0.0]",3.37E-07,0,0.1,0
3,10836.68595,10836.68583,103,6133,"[3598.477390290671, 6010.310572348996, 1.895]","[0.0, 0.0, 0.0]","[-3.452674144773173, -29.960209554942423, 0.0]","[0.0, 0.0, 0.0]",2.89E-09,0,0.1,0
3,10836.68788,10836.68776,91,6173,"[3594.5111282648995, 5834.495275666967, 1.895]","[0.0, 0.0, 0.0]","[-0.02237949992177553, -38.41161417553583, 0.0]","[0.0, 0.0, 0.0]",2.83E-07,0,0.1,0
3,10836.79108,10836.79097,85,6214,"[3597.8247366902933, 5857.809147594233, 1.895]","[0.0, 0.0, 0.0]","[-0.01722044954130903, -29.52661329326692, 0.0]","[0.0, 0.0, 0.0]",5.94E-08,0,0.1,0
3,10836.85242,10836.8523,115,6255,"[3606.148822369809, 6076.878601372343, 1.895]","[0.0, 0.0, 0.0]","[-3.456955953311609, -29.997364489232492, 0.0]","[0.0, 0.0, 0.0]",2.09E-08,0,0.1,0
3,10836.93217,10836.93206,97,6296,"[3598.332890350324, 5896.541896055491, 1.895]","[0.0, 0.0, 0.0]","[-1.2025361174984708, -30.64806138132598, 0.0]","[0.0, 0.0, 0.0]",9.94E-08,0,0.1,0
3,10837.00522,10837.00511,109,6341,"[3601.2322500449955, 6034.215572378891, 1.895]","[0.0, 0.0, 0.0]","[-3.4557746259620297, -29.98711364789302, 0.0]","[0.0, 0.0, 0.0]",7.02E-09,0,0.1,0
3,10837.10326,10837.10315,73,6378,"[3587.72170445671, 5768.80707573403, 1.895]","[0.0, 0.0, 0.0]","[-0.029270825500671727, 30.16921468311117, 0.0]","[0.0, 0.0, 0.0]",6.03E-08,0,0.1,0
3,10837.63659,10837.63647,61,6427,"[3646.6320456122753, 5208.964183990691, 1.895]","[0.0, 0.0, 0.0]","[4.853096505731578, -30.82543165482971, 0.0]","[0.0, 0.0, 0.0]",1.32E-09,0,0.1,0
3,10837.68788,10837.68776,91,6560,"[3594.4887570437636, 5796.097870989476, 1.895]","[0.0, 0.0, 0.0]","[-0.02239556139521574, -38.43918169369006, 0.0]","[0.0, 0.0, 0.0]",2.10E-07,0,0.1,0
3,10837.79108,10837.79097,85,6605,"[3597.807523239304, 5828.294534190897, 1.895]","[0.0, 0.0, 0.0]","[-0.01722860910508382, -29.54060388993724, 0.0]","[0.0, 0.0, 0.0]",1.37E-06,0,0.1,0
3,10837.93217,10837.93206,97,6701,"[3594.529485530473, 5866.00322736568, 1.895]","[0.0, 0.0, 0.0]","[-0.01835108194252323, -31.497338265250423, 0.0]","[0.0, 0.0, 0.0]",1.57E-07,0,0.1,0
3,10838.00522,10838.00511,109,6743,"[3597.9470133111427, 6004.220212219313, 1.895]","[0.0, 0.0, 0.0]","[-2.313958535618777, -30.03002710389362, 0.0]","[0.0, 0.0, 0.0]",8.68E-09,0,0.1,0
3,10838.10326,10838.10315,73,6785,"[3587.692547716604, 5798.858703478627, 1.895]","[0.0, 0.0, 0.0]","[-0.029157589350063372, 30.05250305372736, 0.0]","[0.0, 0.0, 0.0]",7.40E-08,0,0.1,0
3,10838.68594,10838.68583,103,6928,"[3594.352222982007, 5950.067113459934, 1.895]","[0.0, 0.0, 0.0]","[-1.9946160798842612, -30.047549835010567, 0.0]","[0.0, 0.0, 0.0]",1.29E-07,0,0.1,0
3,10838.68788,10838.68776,91,6969,"[3594.4663926982303, 5757.712267425019, 1.895]","[0.0, 0.0, 0.0]","[-0.022365826182528747, -38.38814491133778, 0.0]","[0.0, 0.0, 0.0]",1.12E-08,0,0.1,0
3,10838.79108,10838.79097,85,7014,"[3597.7902980178806, 5798.759738908509, 1.895]","[0.0, 0.0, 0.0]","[-0.01727598532217379, -29.62183633152732, 0.0]","[0.0, 0.0, 0.0]",1.99E-07,0,0.1,0
3,10838.85241,10838.8523,115,7059,"[3599.2197062318987, 6016.751939307655, 1.895]","[0.0, 0.0, 0.0]","[-3.4531345294224374, -29.964204493329017, 0.0]","[0.0, 0.0, 0.0]",1.80E-09,0,0.1,0
3,10838.93217,10838.93206,97,7100,"[3594.510824002581, 5833.9730474302905, 1.895]","[0.0, 0.0, 0.0]","[-0.018725416013665345, -32.13983591152603, 0.0]","[0.0, 0.0, 0.0]",3.10E-07,0,0.1,0
3,10839.00522,10839.00511,109,7141,"[3595.947955102138, 5974.1057446965315, 1.895]","[0.0, 0.0, 0.0]","[-2.0021321193500015, -30.160773914915634, 0.0]","[0.0, 0.0, 0.0]",4.21E-08,0,0.1,0
3,10839.10326,10839.10315,73,7178,"[3587.6634220616083, 5828.878292039279, 1.895]","[0.0, 0.0, 0.0]","[-0.029079062325801777, 29.9715658538756, 0.0]","[0.0, 0.0, 0.0]",2.39E-07,0,0.1,0
3,10839.68593,10839.68583,103,7331,"[3592.6376852428793, 5919.896109006959, 1.895]","[0.0, 0.0, 0.0]","[-1.1797550139662576, -30.19781756742913, 0.0]","[0.0, 0.0, 0.0]",5.40E-08,0,0.1,0
3,10839.68788,10839.68776,91,7376,"[3595.6362487697716, 5719.34944342028, 1.895]","[0.0, 0.0, 0.0]","[1.6492553113433297, -38.405158909123635, 0.0]","[0.0, 0.0, 0.0]",7.22E-09,0,0.1,0
3,10839.79108,10839.79097,85,7421,"[3597.7730779486683, 5769.233777734794, 1.895]","[0.0, 0.0, 0.0]","[-0.01725338255395857, -29.583081064718616, 0.0]","[0.0, 0.0, 0.0]",7.52E-09,0,0.1,0
3,10839.85241,10839.8523,115,7462,"[3596.775988124578, 5986.579505315277, 1.895]","[0.0, 0.0, 0.0]","[-2.003489557890514, -30.18122281359145, 0.0]","[0.0, 0.0, 0.0]",3.48E-08,0,0.1,0
3,10839.93217,10839.93206,97,7503,"[3594.4921087219104, 5801.850607568852, 1.895]","[0.0, 0.0, 0.0]","[-0.01871957076148109, -32.12980326680794, 0.0]","[0.0, 0.0, 0.0]",3.84E-08,0,0.1,0
3,10840.00523,10840.00511,109,7544,"[3593.9466798766784, 5943.957879311832, 1.895]","[0.0, 0.0, 0.0]","[-1.997921086828688, -30.097337541923274, 0.0]","[0.0, 0.0, 0.0]",1.16E-07,0,0.1,0
3,10840.10326,10840.10315,73,7585,"[3587.6343227907514, 5858.870686670966, 1.895]","[0.0, 0.0, 0.0]","[-0.02905779411074918, 29.949644868222713, 0.0]","[0.0, 0.0, 0.0]",5.50E-08,0,0.1,0
3,10840.68595,10840.68583,103,7726,"[3591.4579345068905, 5889.698400941567, 1.895]","[0.0, 0.0, 0.0]","[-1.180551752025368, -30.218211420616214, 0.0]","[0.0, 0.0, 0.0]",2.13E-07,0,0.1,0
3,10840.68788,10840.68776,91,7767,"[3597.283754213613, 5680.9850325620955, 1.895]","[0.0, 0.0, 0.0]","[1.6450940109212164, -38.308257354294206, 0.0]","[0.0, 0.0, 0.0]",7.51E-09,0,0.1,0
3,10840.79108,10840.79097,85,7812,"[3598.063496540408, 5739.736249199431, 1.895]","[0.0, 0.0, 0.0]","[1.2657811363475564, -29.502215460373126, 0.0]","[0.0, 0.0, 0.0]",4.77E-09,0,0.1,0
3,10840.85242,10840.8523,115,7857,"[3594.7716953615995, 5956.386182757196, 1.895]","[0.0, 0.0, 0.0]","[-2.005249015245204, -30.207727855372966, 0.0]","[0.0, 0.0, 0.0]",7.77E-08,0,0.1,0
3,10841.00522,10841.00511,109,7943,"[3592.399060646674, 5913.788110364868, 1.895]","[0.0, 0.0, 0.0]","[-1.180538023669313, -30.217860020209567, 0.0]","[0.0, 0.0, 0.0]",1.57E-06,0,0.1,0
3,10841.10326,10841.10315,73,7984,"[3587.8194342872916, 5888.8590479558325, 1.895]","[0.0, 0.0, 0.0]","[1.0416095042874003, 29.930947709063553, 0.0]","[0.0, 0.0, 0.0]",1.67E-07,0,0.1,0
3,10841.68594,10841.68583,103,8153,"[3591.225667931949, 5859.495715579519, 1.895]","[0.0, 0.0, 0.0]","[-0.017535372640016766, -30.127962118054914, 0.0]","[0.0, 0.0, 0.0]",1.42E-08,0,0.1,0
3,10841.68788,10841.68776,91,8195,"[3598.9975693728106, 5642.645851684053, 1.895]","[0.0, 0.0, 0.0]","[2.2172801236721082, -38.26337298197021, 0.0]","[0.0, 0.0, 0.0]",1.91E-09,0,0.1,0
3,10841.79108,10841.79097,85,8275,"[3599.3288753262464, 5710.243411530411, 1.895]","[0.0, 0.0, 0.0]","[1.2645491515184242, -29.473500952920556, 0.0]","[0.0, 0.0, 0.0]",9.30E-09,0,0.1,0
3,10841.85242,10841.8523,115,8321,"[3592.88253257595, 5926.163389084946, 1.895]","[0.0, 0.0, 0.0]","[-1.2204996479679724, -30.23301227299436, 0.0]","[0.0, 0.0, 0.0]",7.45E-07,0,0.1,0
3,10842.00522,10842.00511,109,8413,"[3591.2396954139153, 5883.596683032608, 1.895]","[0.0, 0.0, 0.0]","[-1.0416995760998744, -30.112254837048656, 0.0]","[0.0, 0.0, 0.0]",5.33E-09,0,0.1,0
3,10842.10326,10842.10315,73,8459,"[3589.0949421783907, 5918.8172967482915, 1.895]","[0.0, 0.0, 0.0]","[1.2769513274591338, 29.992151229206936, 0.0]","[0.0, 0.0, 0.0]",1.29E-08,0,0.1,0
3,10842.68787,10842.68776,91,8663,"[3602.2188745927265, 5604.380862953357, 1.895]","[0.0, 0.0, 0.0]","[3.2221579617282274, -38.27511821353074, 0.0]","[0.0, 0.0, 0.0]",4.12E-09,0,0.1,0
3,10842.79108,10842.79097,85,8755,"[3600.5940386012594, 5680.755596883633, 1.895]","[0.0, 0.0, 0.0]","[1.2652392524947393, -29.489585493221096, 0.0]","[0.0, 0.0, 0.0]",1.64E-09,0,0.1,0
3,10842.85241,10842.8523,115,8801,"[3591.7029499882865, 5895.969985059283, 1.895]","[0.0, 0.0, 0.0]","[-1.1797365462172833, -30.197344854268948, 0.0]","[0.0, 0.0, 0.0]",5.08E-08,0,0.1,0
3,10842.93217,10842.93206,97,8847,"[3596.2280857712326, 5705.5677117908035, 1.895]","[0.0, 0.0, 0.0]","[1.3780410690374456, -32.089565439409704, 0.0]","[0.0, 0.0, 0.0]",8.14E-09,0,0.1,0
3,10843.00522,10843.00511,109,8901,"[3591.2221194233125, 5853.398934178188, 1.895]","[0.0, 0.0, 0.0]","[-0.017547984646293886, -30.14963112134045, 0.0]","[0.0, 0.0, 0.0]",7.71E-09,0,0.1,0
3,10843.10326,10843.10315,73,8947,"[3590.9600426300685, 5948.744044026623, 1.895]","[0.0, 0.0, 0.0]","[2.231142457379007, 29.96435880584818, 0.0]","[0.0, 0.0, 0.0]",6.20E-08,0,0.1,0
3,10843.68594,10843.68583,103,9156,"[3591.1905049584057, 5799.081331660527, 1.895]","[0.0, 0.0, 0.0]","[-0.017571000993045167, -30.189176082103717, 0.0]","[0.0, 0.0, 0.0]",5.22E-09,0,0.1,0
3,10843.68788,10843.68776,91,9199,"[3605.4413633534764, 5566.10181527029, 1.895]","[0.0, 0.0, 0.0]","[3.219874346239081, -38.24799178025575, 0.0]","[0.0, 0.0, 0.0]",4.62E-09,0,0.1,0
3,10843.79108,10843.79097,85,9293,"[3601.859070464476, 5651.270845119546, 1.895]","[0.0, 0.0, 0.0]","[1.267182005456679, -29.534866241072034, 0.0]","[0.0, 0.0, 0.0]",1.92E-09,0,0.1,0
3,10843.93217,10843.93206,97,9399,"[3597.6058800552937, 5673.483893076053, 1.895]","[0.0, 0.0, 0.0]","[1.376462984051978, -32.05281757859504, 0.0]","[0.0, 0.0, 0.0]",8.41E-09,0,0.1,0
3,10844.00522,10844.00511,109,9446,"[3591.204553185082, 5823.217941119416, 1.895]","[0.0, 0.0, 0.0]","[-0.0175846014785904, -30.212543416331833, 0.0]","[0.0, 0.0, 0.0]",3.04E-09,0,0.1,0
3,10844.10326,10844.10315,73,9489,"[3593.1851002494645, 5978.6266831430685, 1.895]","[0.0, 0.0, 0.0]","[2.229134813785597, 29.937396048339384, 0.0]","[0.0, 0.0, 0.0]",2.40E-08,0,0.1,0
3,10844.68594,10844.68583,103,9717,"[3591.1729186668, 5768.865884395915, 1.895]","[0.0, 0.0, 0.0]","[-0.01755283237188874, -30.157960119878368, 0.0]","[0.0, 0.0, 0.0]",1.57E-08,0,0.1,0
3,10844.68788,10844.68776,91,9773,"[3608.66214891396, 5527.842999429455, 1.895]","[0.0, 0.0, 0.0]","[3.2151218762855382, -38.19153851153385, 0.0]","[0.0, 0.0, 0.0]",1.39E-09,0,0.1,0
3,10844.79108,10844.79097,85,9873,"[3604.059060786321, 5621.81435356713, 1.895]","[0.0, 0.0, 0.0]","[2.475787140165364, -29.407169345123336, 0.0]","[0.0, 0.0, 0.0]",4.50E-09,0,0.1,0
3,10844.79691,10844.7968,139,9937,"[3604.731877894955, 6064.583217674289, 1.895]","[0.0, 0.0, 0.0]","[-3.4218306380506616, -29.692568333652357, 0.0]","[0.0, 0.0, 0.0]",1.39E-07,0,0.1,0
